Time,Temp,Pressure,Height (ft),Euler X,Euler Y,Euler Z,Ang  x,Ang  y,Ang z,Linear accel x,Linear accel y,Linear accel z
664015,35.89,903.89,2364.48,270.94,7.69,8.75,-0.27,0.04,4.31,-0.37,0.93,-13.91
664040,35.89,903.38,2364.48,263.81,6.38,10.06,-0.27,0.09,4.26,-0.27,1.19,-14.01
664065,35.89,902.87,2379.66,259.12,5.44,10.81,-0.25,0.07,4.25,0.35,1.97,-13.88
664089,35.89,902.87,2379.66,252.06,3.94,11.81,-0.24,0.06,4.24,0.27,1.75,-13.57
664111,35.89,902.36,2394.87,247.44,2.88,12.38,-0.25,0.06,4.22,0.9,0.71,-13.93
664137,35.89,902.36,2410.04,242.75,1.81,12.88,-0.25,0.07,4.21,0.45,1.77,-13.7
664161,35.89,901.86,2410.04,235.81,0.12,13.38,-0.25,0.05,4.19,0.45,1.34,-13.48
664188,35.89,901.36,2425.09,231.12,-0.94,13.62,-0.26,0.01,4.18,1.23,1.09,-13.43
664212,35.89,901.36,2425.09,224.19,-2.69,13.88,-0.27,0.03,4.16,1.46,1.26,-13.22
664234,35.89,900.86,2440.06,219.62,-3.81,13.94,-0.27,0.04,4.15,2.12,1.51,-13.69
664259,35.89,900.86,2455.05,215,-5,13.88,-0.29,0.03,4.14,2,0.99,-13.55
664287,35.89,900.36,2455.05,208.12,-6.69,13.69,-0.31,0.04,4.13,1.67,1.3,-13.53
664309,35.89,899.87,2469.88,201.19,-8.38,13.31,-0.31,0.05,4.13,1.78,1.27,-13.65
664335,35.89,899.87,2484.55,196.56,-9.44,13,-0.33,0.03,4.14,1.64,1.13,-13.36
664360,35.89,899.38,2484.55,192,-10.56,12.56,-0.33,0.06,4.14,2.25,1.92,-13.4
664388,35.89,898.89,2499.15,185.06,-12.12,11.75,-0.33,0.06,4.13,2.86,0.83,-13.39
664410,35.89,898.89,2513.53,178.12,-13.62,10.75,-0.33,0.11,4.13,2.86,0.84,-13.35
664436,35.89,898.42,2513.53,173.5,-14.56,10,-0.33,0.1,4.13,3.14,1.15,-13.14
664458,35.89,897.94,2527.8,168.94,-15.44,9.19,-0.33,0.12,4.09,3.63,0.44,-12.94
664482,35.89,897.94,2541.99,162.06,-16.69,7.81,-0.33,0.11,4.09,4.03,0.72,-13.2
664509,35.89,897.47,2541.99,157.44,-17.38,6.81,-0.33,0.11,4.08,3.04,0.78,-12.86
664531,35.89,897,2556.05,150.62,-18.25,5.19,-0.31,0.12,4.07,4.1,0.04,-12.89
664557,35.89,897,2570.01,146.06,-18.75,4,-0.31,0.1,4.07,3.84,0.07,-12.72
664582,35.89,896.54,2570.01,141.5,-19.19,2.81,-0.3,0.12,4.07,3.9,0.62,-12.72
664604,35.89,896.08,2583.84,134.69,-19.56,0.88,-0.28,0.12,4.04,3.66,-0.01,-13.1
664628,35.89,896.08,2597.61,130.12,-19.75,-0.31,-0.29,0.11,4.02,4.49,-0.74,-13.04
664653,35.9,895.63,2597.61,125.62,-19.81,-1.62,-0.26,0.13,4.01,4.25,-0.59,-12.79
664677,35.9,895.18,2611.2,118.94,-19.69,-3.62,-0.26,0.11,3.98,4.49,-0.61,-12.76
664703,35.9,895.18,2624.77,114.44,-19.5,-4.88,-0.24,0.11,3.97,4.78,-1.21,-12.76
664727,35.9,894.73,2624.77,107.75,-19,-6.81,-0.23,0.1,3.97,4.41,-1.48,-12.7
664753,35.9,894.28,2638.19,103.31,-18.5,-8.06,-0.23,0.08,3.95,4.19,-1.37,-12.57
664777,35.9,894.28,2638.19,96.69,-17.62,-9.75,-0.23,0.07,3.93,3.5,-1.82,-12.75
664799,35.9,893.84,2651.55,92.31,-16.88,-10.88,-0.22,0.07,3.93,3.75,-2.28,-12.75
664823,35.9,893.84,2664.96,87.94,-16.12,-11.88,-0.23,0.06,3.92,3.49,-2.6,-12.71
664849,35.9,893.4,2664.96,81.38,-14.81,-13.31,-0.22,0.04,3.89,3.3,-2.39,-12.77
664874,35.9,892.96,2678.21,77,-13.81,-14.12,-0.22,0.04,3.87,3.14,-2.68,-12.58
664901,35.9,892.96,2691.49,70.56,-12.25,-15.19,-0.22,0.03,3.85,2.16,-2.47,-12.51
664925,35.9,892.52,2691.49,64.12,-10.56,-16.06,-0.21,0.03,3.83,2.19,-3.04,-12.58
664947,35.9,892.09,2704.63,59.81,-9.44,-16.56,-0.21,0.04,3.83,1.96,-2.14,-12.83
664971,35.9,892.09,2704.63,55.56,-8.19,-17,-0.22,0.02,3.82,2.24,-2.74,-12.78
664993,35.9,891.66,2717.66,49.19,-6.38,-17.38,-0.2,0.03,3.8,1.46,-2.34,-12.45
665017,35.9,891.66,2730.69,45,-5.12,-17.56,-0.22,0.02,3.78,0.87,-3.15,-12.57
665044,35.9,891.23,2730.69,40.81,-3.88,-17.62,-0.22,0.01,3.77,1.36,-3.02,-12.68
665066,35.9,890.8,2743.58,34.56,-2,-17.62,-0.21,0.02,3.74,0.57,-2.89,-12.84
665092,35.9,890.8,2756.37,30.38,-0.75,-17.44,-0.21,0.01,3.73,0.78,-2.8,-12.58
665117,35.9,890.38,2756.37,24.19,1,-17.12,-0.21,0.02,3.72,-0.03,-3.37,-12.27
665139,35.9,889.96,2769.1,20.06,2.19,-16.75,-0.21,0.02,3.71,0.18,-2.33,-12.9
665166,35.9,889.96,2781.7,16,3.31,-16.31,-0.21,0.01,3.7,0.05,-3.11,-12.7
665192,35.9,889.55,2781.7,9.88,5,-15.56,-0.21,0,3.69,-0.01,-2.92,-12.68
665247,35.9,889.13,2794.2,357.62,8.06,-13.5,-0.21,0.01,3.68,-0.73,-2.63,-12.56
665271,35.9,889.13,2807.19,353.56,9,-12.69,-0.19,-0.01,3.68,-0.85,-2.47,-12.32
665297,35.9,888.71,2807.19,349.5,9.88,-11.81,-0.2,-0.01,3.68,-1.02,-2.08,-12.55
665321,35.9,888.28,2820.03,343.5,11.06,-10.38,-0.21,-0.02,3.63,-1.28,-1.63,-12.38
665348,35.9,888.28,2832.78,339.5,11.81,-9.31,-0.21,-0.03,3.63,-1.56,-1.72,-12.58
665372,35.89,887.86,2832.78,333.5,12.69,-7.69,-0.21,-0.02,3.61,-1.71,-1.33,-12.65
665398,35.89,887.45,2845.44,329.5,13.19,-6.5,-0.22,-0.01,3.6,-1.92,-1.35,-12.48
665455,35.89,887.03,2858.03,317.62,14.25,-2.81,-0.24,0,3.59,-1.73,-0.91,-12.41
665479,35.89,887.03,2870.85,313.69,14.38,-1.56,-0.24,0.01,3.59,-2,-0.2,-12.53
665506,35.89,886.61,2870.85,307.75,14.44,0.38,-0.25,0,3.58,-2.27,-0.33,-12.43
665528,35.89,886.2,2883.53,301.88,14.31,2.25,-0.25,0,3.57,-1.79,0.67,-12.58
665552,35.89,886.2,2896.01,298,14.12,3.56,-0.25,0,3.56,-1.62,0.07,-12.31
665576,35.88,885.79,2896.01,294.06,13.81,4.81,-0.26,0,3.55,-1.38,0.55,-12.36
665601,35.89,885.38,2908.32,288.25,13.25,6.69,-0.26,0,3.54,-1.61,0.99,-12.33
665625,35.89,885.38,2908.32,284.31,12.75,7.88,-0.26,0.01,3.55,-1.92,1.09,-12.15
665647,35.89,884.98,2920.59,280.44,12.12,9,-0.25,0.01,3.53,-1.59,0.96,-12.09
665671,35.89,884.98,2932.84,276.56,11.5,10.12,-0.27,0.02,3.54,-1.9,1.44,-12.29
665699,35.89,884.58,2932.84,270.75,10.31,11.69,-0.27,0.03,3.53,-1.5,1.87,-12.23
665721,35.89,884.18,2945.01,264.94,9,13.06,-0.27,0.04,3.51,-0.91,1.83,-12.18
665747,35.89,884.18,2957.02,261.06,8.06,13.94,-0.27,0.02,3.5,-0.45,1.95,-12.22
665772,35.89,883.78,2957.02,257.19,7.06,14.75,-0.28,0.04,3.49,-0.43,2.16,-12.21
665800,35.89,883.39,2968.94,251.44,5.5,15.81,-0.27,0.03,3.47,-0.28,2.63,-12.12
665822,35.89,883.39,2980.67,245.69,3.81,16.75,-0.27,0.04,3.46,0.04,2.05,-11.93
665848,35.89,883.01,2980.67,241.88,2.62,17.25,-0.27,0.03,3.45,0.38,2.29,-12.17
665870,35.89,882.63,2992.28,238.12,1.5,17.69,-0.28,0.05,3.44,0.37,3.04,-11.88
665894,35.89,882.63,3003.91,232.38,-0.31,18.19,-0.28,0.05,3.43,0.24,2.32,-12.02
665921,35.89,882.25,3003.91,228.62,-1.56,18.44,-0.27,0.04,3.43,0.44,2.82,-11.96
665943,35.89,881.87,3015.39,222.94,-3.44,18.69,-0.28,0.05,3.42,0.97,2.4,-11.8
665969,35.89,881.87,3026.73,219.12,-4.69,18.69,-0.27,0.06,3.4,1.22,2.72,-11.81
665994,35.89,881.5,3026.73,215.38,-5.94,18.69,-0.29,0.06,3.39,1.43,2.71,-11.77
666016,35.9,881.13,3038.03,209.69,-7.88,18.5,-0.27,0.06,3.39,1.99,3.08,-11.7
666040,35.9,881.13,3049.23,205.94,-9.12,18.31,-0.28,0.07,3.39,2.19,2.86,-11.56
666065,35.9,880.77,3049.23,202.19,-10.38,18,-0.27,0.08,3.39,2.32,3.05,-11.67
666089,35.9,880.41,3060.26,196.5,-12.25,17.38,-0.27,0.07,3.38,2.08,2.43,-11.68
666115,35.9,880.41,3071.31,192.75,-13.44,16.88,-0.27,0.09,3.37,2.87,2.65,-11.53
666139,35.9,880.04,3071.31,187.12,-15.12,16,-0.28,0.1,3.35,2.81,2.44,-11.47
666165,35.9,879.69,3082.22,183.38,-16.25,15.25,-0.26,0.1,3.35,3.52,2.08,-11.61
666189,35.9,879.69,3082.22,177.75,-17.81,14.06,-0.24,0.11,3.34,3.29,2.39,-11.39
666211,35.9,879.33,3093.08,174.06,-18.81,13.12,-0.25,0.11,3.33,3.38,1.97,-11.46
666235,35.9,879.33,3103.95,170.31,-19.75,12.12,-0.23,0.1,3.34,4.03,1.65,-11.29
666261,35.9,878.98,3103.95,164.69,-21,10.5,-0.23,0.11,3.33,3.95,1.51,-11.34
666286,35.9,878.63,3114.69,161,-21.75,9.31,-0.22,0.1,3.32,4.34,1.31,-11.55
666314,35.9,878.63,3125.42,155.44,-22.75,7.5,-0.22,0.1,3.31,4.34,1,-11.25
666338,35.9,878.28,3125.42,149.88,-23.56,5.5,-0.2,0.1,3.28,4.24,0.79,-11.14
666360,35.9,877.93,3136.14,146.19,-23.94,4.12,-0.2,0.09,3.28,4.49,0.74,-11.24
666384,35.9,877.93,3136.14,142.56,-24.25,2.75,-0.2,0.09,3.26,4.46,0.53,-11.14
666406,35.9,877.59,3146.7,137.06,-24.56,0.62,-0.19,0.09,3.26,4.62,-0.19,-11.15
666430,35.9,877.59,3157.25,133.38,-24.69,-0.81,-0.19,0.09,3.25,4.47,-0.28,-11.12
666456,35.9,877.24,3157.25,129.75,-24.69,-2.25,-0.18,0.08,3.25,4.31,-0.55,-11.09
666481,35.9,876.9,3167.74,124.25,-24.5,-4.44,-0.18,0.08,3.24,4.57,-0.79,-11.11
666507,35.9,876.9,3178.21,120.62,-24.25,-5.88,-0.18,0.08,3.23,4.22,-1.02,-11.03
666531,35.9,876.56,3178.21,115.19,-23.75,-7.94,-0.17,0.07,3.22,4.76,-1.78,-10.96
666558,35.9,876.22,3188.58,111.62,-23.25,-9.25,-0.17,0.06,3.21,4.24,-1.56,-11.14
666582,35.9,876.22,3188.58,106.25,-22.38,-11.25,-0.16,0.06,3.19,4.28,-2.22,-11.06
666604,35.9,875.89,3198.86,102.62,-21.75,-12.44,-0.16,0.06,3.19,3.75,-1.82,-10.94
666629,35.9,875.89,3209.15,99.06,-21,-13.62,-0.17,0.05,3.18,3.78,-2.73,-11
666657,35.9,875.55,3209.15,93.69,-19.75,-15.25,-0.17,0.05,3.17,4.08,-2.24,-11.26
666679,35.9,875.22,3219.33,88.38,-18.38,-16.75,-0.16,0.04,3.16,3.58,-2.74,-11.01
666705,35.9,875.22,3229.42,84.88,-17.38,-17.62,-0.16,0.04,3.16,3.17,-3.36,-10.97
666730,35.9,874.89,3229.42,81.31,-16.31,-18.5,-0.16,0.03,3.14,3.08,-3.14,-10.96
666758,35.9,874.57,3239.47,76.06,-14.69,-19.56,-0.16,0.03,3.12,2.96,-3.18,-11.07
666815,35.9,874.24,3249.47,65.69,-11.12,-21.25,-0.16,0.02,3.09,2.13,-3.7,-10.96
666839,35.9,874.24,3259.7,62.19,-9.88,-21.69,-0.16,0.02,3.09,2.14,-3.76,-10.89
666864,35.9,873.91,3259.7,57.06,-8,-22.19,-0.15,0.01,3.07,1.74,-3.69,-11.01
666889,35.9,873.58,3269.77,53.62,-6.69,-22.44,-0.16,0.01,3.07,1.66,-3.83,-10.91
666913,35.9,873.58,3269.77,48.56,-4.75,-22.62,-0.15,0,3.06,1.1,-3.9,-10.98
666935,35.9,873.26,3279.82,45.12,-3.44,-22.69,-0.15,0.01,3.05,1.02,-3.61,-11.01
666961,35.9,873.26,3289.85,41.75,-2.19,-22.69,-0.16,0.01,3.04,0.56,-3.85,-11.01
666985,35.89,872.93,3289.85,36.69,-0.25,-22.5,-0.15,0,3.03,0.5,-3.81,-11.03
667011,35.89,872.61,3299.78,33.38,1,-22.31,-0.16,0,3.03,-0.04,-3.59,-11
667067,35.89,872.29,3309.67,23.38,4.75,-21.31,-0.16,0,3.01,-0.67,-3.86,-10.97
667091,35.89,872.29,3319.66,20,5.94,-20.88,-0.16,-0.01,3,-0.94,-3.58,-10.97
667116,35.89,871.96,3319.66,15.06,7.75,-20,-0.16,-0.01,3.01,-1.18,-3.68,-10.98
667140,35.89,871.64,3329.53,11.69,8.88,-19.38,-0.16,0,3,-1.35,-3.18,-10.98
667165,35.89,871.64,3329.53,6.75,10.5,-18.31,-0.17,-0.01,2.99,-1.62,-3.2,-10.95
667187,35.89,871.33,3339.3,3.44,11.5,-17.5,-0.17,-0.01,2.99,-1.88,-3.11,-11.06
667213,35.89,871.33,3349.02,0.19,12.5,-16.62,-0.17,-0.01,2.98,-2.14,-2.91,-11.03
667237,35.88,871.01,3349.02,355.25,13.81,-15.25,-0.17,0,2.97,-2.19,-2.64,-10.93
667264,35.88,870.7,3358.67,352,14.69,-14.25,-0.17,0,2.95,-2.38,-2.33,-10.95
667288,35.88,870.7,3358.67,347.12,15.81,-12.62,-0.18,-0.01,2.94,-2.4,-2.35,-10.97
667310,35.88,870.39,3368.27,343.94,16.5,-11.5,-0.18,0,2.94,-2.6,-1.85,-10.9
667335,35.88,870.39,3377.83,340.69,17.12,-10.38,-0.18,0,2.92,-2.65,-1.82,-10.95
667363,35.88,870.08,3377.83,335.88,17.94,-8.56,-0.18,0,2.92,-2.74,-1.56,-10.9
667385,35.88,869.77,3387.27,331.12,18.56,-6.69,-0.18,0,2.9,-2.9,-1.22,-11
667411,35.88,869.77,3396.58,327.94,18.88,-5.38,-0.18,0,2.89,-2.92,-1.21,-10.77
667436,35.88,869.47,3396.58,324.75,19.19,-4.06,-0.19,-0.01,2.88,-3.19,-0.69,-10.88
667464,35.88,869.17,3405.84,320,19.44,-2.12,-0.18,0,2.87,-3.03,-0.31,-10.87
667486,35.88,869.17,3414.92,315.31,19.5,-0.12,-0.18,0,2.85,-2.96,-0.14,-10.75
667512,35.89,868.88,3414.92,312.19,19.5,1.12,-0.18,0,2.85,-3.03,0.03,-10.89
667534,35.89,868.59,3423.97,309.06,19.38,2.5,-0.19,0.01,2.84,-3.05,0.28,-10.85
667593,35.89,868.3,3432.92,299.75,18.69,6.38,-0.18,0.01,2.82,-2.91,0.72,-10.73
667618,35.89,868.3,3442.01,296.69,18.25,7.62,-0.19,0.01,2.81,-2.81,0.97,-10.93
667642,35.89,868,3442.01,292.06,17.56,9.44,-0.19,0.01,2.81,-2.63,1.46,-10.82
667668,35.89,867.71,3451,288.94,17.06,10.62,-0.2,0.01,2.81,-2.57,1.61,-10.75
667692,35.89,867.71,3451,284.38,16.12,12.31,-0.2,0.01,2.8,-2.62,1.8,-10.69
667714,35.88,867.43,3459.94,281.31,15.38,13.38,-0.2,0.02,2.8,-2.43,1.96,-10.73
667739,35.88,867.43,3468.84,278.19,14.62,14.44,-0.21,0.01,2.79,-2.3,2.01,-10.64
667767,35.88,867.14,3468.84,273.62,13.44,15.88,-0.21,0.01,2.77,-1.89,2.24,-10.7
667789,35.88,866.85,3477.63,269.06,12.06,17.25,-0.22,0.02,2.76,-1.98,2.24,-10.58
667816,35.88,866.85,3486.33,266.06,11.12,18.06,-0.21,0.02,2.75,-1.58,2.69,-10.68
667841,35.88,866.57,3486.33,261.5,9.62,19.25,-0.22,0.03,2.74,-1.41,3.03,-10.59
667863,35.88,866.3,3494.95,258.5,8.56,19.94,-0.22,0.03,2.74,-1.43,3.09,-10.5
667889,35.88,866.3,3503.48,255.5,7.44,20.56,-0.23,0.03,2.74,-0.87,3.21,-10.6
667916,35.89,866.02,3503.48,251,5.75,21.44,-0.23,0.04,2.73,-0.77,3.23,-10.5
667938,35.89,865.75,3511.88,246.44,4,22.19,-0.23,0.04,2.73,-0.58,3.09,-10.46
667962,35.89,865.75,3520.22,243.44,2.81,22.62,-0.23,0.05,2.72,-0.38,3.43,-10.43
667989,35.89,865.48,3520.22,240.44,1.56,23,-0.23,0.05,2.71,-0.11,3.51,-10.4
668011,35.89,865.21,3528.51,236,-0.25,23.44,-0.23,0.06,2.71,0.03,3.53,-10.41
668037,35.89,865.21,3536.61,233,-1.5,23.62,-0.24,0.07,2.7,0.38,3.52,-10.22
668062,35.89,864.95,3536.61,228.56,-3.44,23.88,-0.23,0.07,2.68,0.6,3.58,-10.34
668084,35.89,864.69,3544.68,225.56,-4.69,23.94,-0.23,0.07,2.67,1.07,3.87,-10.36
668108,35.89,864.69,3552.67,222.62,-5.94,23.94,-0.23,0.08,2.67,1.14,3.77,-10.23
668131,35.9,864.44,3552.67,218.19,-7.88,23.81,-0.22,0.08,2.65,1.73,3.82,-10.19
668155,35.9,864.44,3560.6,215.25,-9.12,23.62,-0.22,0.08,2.65,1.81,3.71,-10.11
668181,35.9,864.18,3560.6,212.31,-10.38,23.44,-0.22,0.09,2.64,2.14,3.54,-10.17
668204,35.9,863.93,3568.48,207.94,-12.25,23,-0.22,0.09,2.64,2.18,3.43,-10.09
668231,35.9,863.93,3576.29,205,-13.5,22.62,-0.21,0.09,2.63,2.36,3.58,-10.06
668255,35.9,863.68,3576.29,200.62,-15.31,21.94,-0.21,0.09,2.63,2.67,3.4,-9.98
668277,35.9,863.43,3583.99,197.69,-16.5,21.38,-0.21,0.09,2.62,2.91,3.39,-9.98
668301,35.9,863.43,3591.6,194.75,-17.62,20.81,-0.2,0.09,2.62,3.19,3.2,-9.96
668327,35.9,863.18,3591.6,190.38,-19.25,19.81,-0.2,0.1,2.61,3.3,2.85,-10
668352,35.9,862.94,3599.12,187.5,-20.31,19.06,-0.18,0.1,2.6,3.52,3,-9.92
668377,35.9,862.94,3606.6,183.12,-21.88,17.81,-0.19,0.1,2.59,3.76,2.57,-9.86
668401,35.9,862.7,3606.6,180.25,-22.81,16.88,-0.18,0.09,2.59,4.18,2.47,-9.81
668426,35.9,862.46,3613.98,175.88,-24.19,15.38,-0.18,0.1,2.58,4.38,2.18,-9.83
668450,35.9,862.46,3613.98,173,-25,14.31,-0.18,0.1,2.58,4.21,2.08,-9.71
668472,35.91,862.23,3621.29,168.69,-26.19,12.62,-0.18,0.1,2.58,4.37,1.85,-9.81
668496,35.91,862.23,3628.57,165.81,-26.88,11.44,-0.17,0.1,2.57,4.52,1.42,-9.77
668523,35.91,862,3628.57,162.94,-27.56,10.19,-0.17,0.1,2.56,4.73,1.44,-9.67
668546,35.91,861.76,3635.77,158.62,-28.38,8.25,-0.16,0.1,2.55,4.72,0.98,-9.71
668573,35.91,861.76,3642.92,155.75,-28.88,6.94,-0.16,0.1,2.54,4.87,0.87,-9.62
668598,35.91,861.54,3642.92,151.44,-29.5,4.88,-0.15,0.1,2.54,4.8,0.44,-9.67
668656,35.91,861.31,3650.05,142.94,-30.25,0.5,-0.14,0.11,2.5,4.92,-0.14,-9.55
668683,35.91,861.31,3657.38,140.12,-30.38,-0.88,-0.14,0.11,2.5,4.95,-0.15,-9.56
668707,35.9,861.07,3657.38,135.94,-30.38,-3.12,-0.14,0.11,2.5,4.99,-0.7,-9.49
668729,35.9,860.84,3664.67,133.12,-30.31,-4.56,-0.13,0.11,2.49,5.01,-0.71,-9.54
668754,35.9,860.84,3664.67,130.31,-30.19,-6.06,-0.13,0.11,2.48,4.91,-1.13,-9.45
668776,35.9,860.61,3671.81,126.12,-29.88,-8.19,-0.12,0.11,2.47,5.07,-1.22,-9.44
668800,35.9,860.61,3678.97,123.38,-29.56,-9.62,-0.12,0.11,2.46,4.87,-1.52,-9.41
668826,35.89,860.38,3678.97,120.56,-29.19,-11.06,-0.11,0.11,2.46,4.82,-1.73,-9.38
668849,35.89,860.15,3686.03,116.44,-28.5,-13.06,-0.11,0.1,2.44,4.59,-1.98,-9.41
668876,35.89,860.15,3693.01,113.69,-27.94,-14.38,-0.1,0.1,2.44,4.56,-2.2,-9.35
668900,35.89,859.93,3693.01,109.56,-27.06,-16.31,-0.1,0.1,2.44,4.5,-2.49,-9.41
668923,35.89,859.71,3699.94,106.81,-26.38,-17.5,-0.09,0.1,2.43,4.33,-2.85,-9.31
668948,35.89,859.71,3706.73,104.12,-25.62,-18.62,-0.09,0.09,2.41,4.4,-2.76,-9.33
668976,35.89,859.49,3706.73,100.06,-24.44,-20.31,-0.08,0.08,2.41,4.26,-3.08,-9.34
668998,35.89,859.27,3713.43,96,-23.12,-21.81,-0.08,0.08,2.4,3.87,-3.34,-9.27
669023,35.89,859.27,3720.1,93.31,-22.19,-22.81,-0.07,0.08,2.39,3.86,-3.59,-9.32
669049,35.9,859.06,3720.1,90.62,-21.25,-23.69,-0.07,0.08,2.37,3.65,-3.76,-9.28
669071,35.9,858.85,3726.71,86.62,-19.69,-24.94,-0.07,0.07,2.37,3.39,-3.88,-9.29
669098,35.9,858.85,3733.14,84,-18.62,-25.69,-0.06,0.06,2.36,3.29,-4.03,-9.33
669158,35.9,858.44,3739.61,74.81,-14.69,-27.94,-0.06,0.05,2.34,2.57,-4.49,-9.26
669182,35.9,858.44,3746.08,72.19,-13.5,-28.5,-0.05,0.04,2.32,2.59,-4.51,-9.29
669207,35.9,858.23,3746.08,69.62,-12.31,-28.94,-0.05,0.03,2.31,2.38,-4.6,-9.29
669231,35.9,858.03,3752.4,65.75,-10.5,-29.56,-0.05,0.03,2.3,1.93,-4.72,-9.28
669256,35.9,858.03,3752.4,63.19,-9.25,-29.88,-0.04,0.02,2.29,1.82,-4.79,-9.27
669278,35.9,857.83,3758.65,60.69,-8,-30.19,-0.04,0.01,2.28,1.5,-4.84,-9.21
669302,35.9,857.83,3764.89,56.88,-6.06,-30.5,-0.04,0,2.27,1.23,-4.94,-9.22
669330,35.9,857.63,3764.89,54.38,-4.81,-30.69,-0.04,0,2.26,1.03,-5.07,-9.28
669352,35.9,857.43,3771.07,50.62,-2.88,-30.81,-0.04,-0.01,2.25,0.69,-4.94,-9.3
669379,35.9,857.43,3777.16,48.12,-1.62,-30.88,-0.04,-0.01,2.24,0.58,-5.01,-9.3
669403,35.9,857.23,3777.16,44.38,0.25,-30.81,-0.04,-0.02,2.23,0.13,-5.03,-9.26
669425,35.9,857.04,3783.18,41.94,1.56,-30.75,-0.04,-0.03,2.22,0.07,-4.93,-9.24
669452,35.9,857.04,3789.15,39.5,2.88,-30.62,-0.05,-0.03,2.21,-0.33,-5.01,-9.22
669479,35.9,856.85,3789.15,35.81,4.81,-30.31,-0.05,-0.04,2.21,-0.51,-4.95,-9.22
669501,35.9,856.66,3795.04,32.19,6.69,-29.94,-0.05,-0.05,2.2,-0.84,-4.89,-9.22
669525,35.9,856.66,3800.83,29.81,7.94,-29.62,-0.05,-0.06,2.19,-1.14,-4.79,-9.27
669552,35.9,856.48,3800.83,27.38,9.19,-29.25,-0.05,-0.06,2.18,-1.26,-4.69,-9.27
669575,35.9,856.3,3806.55,23.81,11.06,-28.56,-0.06,-0.07,2.17,-1.67,-4.73,-9.25
669602,35.9,856.3,3812.2,21.44,12.25,-28.06,-0.06,-0.08,2.16,-1.71,-4.56,-9.24
669628,35.9,856.11,3812.2,17.94,14.06,-27.25,-0.07,-0.08,2.15,-2.22,-4.35,-9.22
669650,35.91,855.93,3817.84,15.56,15.19,-26.62,-0.07,-0.09,2.14,-2.4,-4.19,-9.21
669675,35.91,855.93,3823.38,13.25,16.31,-25.94,-0.08,-0.09,2.13,-2.69,-4.02,-9.21
669702,35.91,855.76,3823.38,9.75,18,-24.81,-0.09,-0.09,2.13,-2.78,-4.07,-9.21
669724,35.91,855.58,3828.83,6.25,19.62,-23.62,-0.09,-0.1,2.12,-3.08,-3.76,-9.24
669748,35.91,855.58,3834.23,3.94,20.62,-22.75,-0.1,-0.1,2.11,-3.25,-3.69,-9.19
669774,35.91,855.41,3834.23,1.69,21.62,-21.81,-0.1,-0.1,2.11,-3.32,-3.47,-9.15
669799,35.91,855.24,3839.58,358.25,23.06,-20.31,-0.1,-0.11,2.1,-3.59,-3.17,-9.22
669824,35.91,855.24,3844.9,356,23.94,-19.25,-0.11,-0.11,2.09,-3.7,-3.08,-9.14
669849,35.91,855.07,3844.9,352.56,25.19,-17.56,-0.12,-0.11,2.08,-3.9,-2.72,-9.18
669873,35.91,854.9,3850.11,350.31,26,-16.38,-0.13,-0.11,2.07,-4.11,-2.56,-9.15
669898,35.91,854.9,3850.11,346.94,27.12,-14.5,-0.14,-0.12,2.06,-4.25,-2.31,-9.14
669920,35.91,854.74,3855.34,344.75,27.81,-13.25,-0.14,-0.11,2.05,-4.32,-2.07,-9.12
669946,35.91,854.74,3860.48,342.5,28.44,-11.88,-0.15,-0.12,2.04,-4.34,-1.82,-9.13
669970,35.91,854.57,3860.48,339.19,29.25,-9.81,-0.16,-0.12,2.03,-4.63,-1.53,-9.07
669997,35.91,854.41,3865.59,337,29.75,-8.38,-0.16,-0.12,2.03,-4.6,-1.26,-9.14
670021,35.91,854.41,3865.59,333.75,30.38,-6.19,-0.17,-0.12,2.02,-4.71,-1.08,-9.09
670043,35.91,854.25,3870.62,331.56,30.75,-4.69,-0.18,-0.12,2.01,-4.72,-0.81,-9.04
670068,35.91,854.25,3875.67,329.38,31,-3.19,-0.19,-0.12,2.01,-4.78,-0.44,-9.04
670095,35.91,854.09,3875.67,326.19,31.31,-0.81,-0.2,-0.12,2,-4.84,-0.21,-9.04
670117,35.91,853.93,3880.62,322.94,31.5,1.44,-0.2,-0.12,1.99,-4.73,0.1,-8.99
670142,35.91,853.93,3885.51,320.81,31.56,3.06,-0.21,-0.12,1.98,-4.85,0.42,-8.98
670166,35.91,853.78,3885.51,318.69,31.56,4.62,-0.21,-0.12,1.97,-4.88,0.56,-8.96
670191,35.91,853.62,3890.35,315.5,31.44,7,-0.22,-0.12,1.96,-5,1,-8.92
670215,35.91,853.62,3890.35,313.44,31.25,8.56,-0.23,-0.11,1.95,-4.84,1.14,-8.91
670273,35.91,853.47,3895.15,307.12,30.38,13.19,-0.24,-0.11,1.93,-4.66,1.8,-8.86
670299,35.91,853.47,3900.11,305.06,30,14.69,-0.25,-0.1,1.92,-4.65,2.13,-8.81
670323,35.9,853.31,3900.11,302,29.25,16.88,-0.26,-0.09,1.92,-4.56,2.36,-8.81
670350,35.9,853.16,3904.98,299.94,28.69,18.31,-0.26,-0.09,1.91,-4.45,2.63,-8.74
670374,35.9,853.16,3904.98,296.81,27.81,20.38,-0.27,-0.08,1.9,-4.43,2.85,-8.71
670396,35.89,853,3909.84,294.81,27.12,21.75,-0.27,-0.08,1.89,-4.16,3.19,-8.66
670420,35.89,853,3914.68,292.75,26.44,23,-0.28,-0.08,1.89,-4.08,3.4,-8.64
